dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason
pagie,187,SRjl,8,sympy,PySR,11.0,38.0,8.0,10.0,2.0,((0.01639943379657854 * x1 * (2.046424004472149 * x1 - 0.0004472633717118956 * exp(1.922965031776233 * x1) + 0.77854806621763) + 1.5670846312844398) * (x0 - exp(0.8461369975061366 * x0) + 0.6900466132119617) + 0.33156206779067426) / (x0 - exp(0.8461369975061366 * x0) + 0.6900466132119617),((x0 - exp(0.8461369975061366 * x0) + 0.6900466132119617) * ((exp(1.922965031776233 * x1) + -4575.43392529436 * x1 + -1740.6926555102107) * x1 + -213648.70465831817) + -45203.56136684831) * (-7.334866054023731e-06 / (x0 - exp(0.8461369975061366 * x0) + 0.6900466132119617)),ok,10.0,ok,10.0,ok,10.0,94.12187500856815,111.046875,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,202,SRjl,23,original,PySR,11.0,43.0,7.0,10.0,3.0,((1.105713298711151 - x1 + 3.0100099019404682) * ((x1 + (x0 + x0 * -0.6854124096751144) * 0.9920893091076243) * (x0 * 1.1655136057850133 + 0.41881611799109447) * 0.944500237323902 * x1) + x0 + exp(x0)) * 0.14315118818945466 / (exp(x0 * x0 * 0.6021125702327208) / 0.5490908669833041 - -0.896001896740603),((1.105713298711151 - x1 + 3.0100099019404682) * x1 * (1.1008278772681819 * (x0 + 0.3593403937219656) * (x1 + (x0 + x0 * -0.6854124096751144) * 0.9920893091076243)) + x0 + exp(x0)) * 0.14315118818945466 / (exp(x0 * x0 * 0.6021125702327208) / 0.5490908669833041 + 0.896001896740603),ok,10.0,ok,10.0,ok,10.0,91.03683300781996,112.09375,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
pagie,126,Operon,7,original,Operon,12.0,44.0,7.0,8.0,1.0,0.0028247879818082 + 0.9984024167060852 * (0.7176343202590942 - (exp(4.5870537757873535 * x1 * (-0.0708576515316963 * x1)) / (-2.5320065021514893 * x1 * (-0.5026428699493408 * x1) + exp(-1.53531014919281 * x1 * (1.0705516338348389 * x1))) + -3.4508912563323975 / exp(exp(exp(1.696455955505371 * x0 * (-0.5267499089241028 * x0)))))),0.0028247879818082 + 0.9984024167060852 * (0.7176343202590942 - (exp(-0.3250278580018921 * (x1 * x1)) / (1.2726950149718164 * (x1 * x1) + exp(-1.643628788661573 * (x1 * x1))) + -3.4508912563323975 / exp(exp(exp(-0.893608020056206 * (x0 * x0)))))),ok,8.0,ok,8.0,ok,8.0,47.26825002580881,110.8125,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,203,SRjl,24,sympy,PySR,12.0,62.0,7.0,9.0,2.0,(-0.7330341374049288 * x1 * (1.1635766746115828 * x0 * (x0 - 1.096491354684671 * x1 + 0.09649135468467125 * exp(x1) + 0.065716650770683) - 3.3628776435387486 * x0 - x1 + 0.5423590312635699) - 0.02765235981387666 * x1 + 0.02765235981387666 * exp(x0 ** 2.0) + 0.02765235981387666 * exp(x1) + 0.09299150260917513) / (-1.0 * x1 + exp(x0 ** 2.0) + exp(x1) + 3.3628776435387486),(0.02765235981387666 * (exp(x1) + exp(x0 ** 2.0)) + x1 * (-0.7330341374049288 * (0.5800821854836051 + (x0 * (1.1635766746115828 * (-2.824404573652556 + (x0 + -1.096491354684671 * x1 + 0.09649135468467125 * exp(x1)))) - x1))) + 0.09299150260917513) / (exp(x1) - x1 + exp(x0 ** 2.0) + 3.3628776435387486),ok,9.0,memory_limit,na,ok,9.0,27777.807083009975,1207.40625,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,181,SRjl,2,sympy,PySR,13.0,71.0,8.0,10.0,2.0,(x0 + 0.2581807926919453) * ((x0 + 2.0 * x1 + 0.22830720104631078) * exp(2.33304710784059 * x1) + (0.2581807926919453 * x1 - 0.2581807926919453 * exp(x0) - 0.0544398723438232 * exp(x1) - 0.4815994347419402) * exp(2.33304710784059 * x1) + 1.0) * exp(-2.33304710784059 * x1) / ((-1.0 * x0 + exp(0.9080362620309793 * x0) + 0.4782812307154963) * (-1.0 * x1 + exp(x0) + 0.21085949801377926 * exp(x1) + 1.86535733243554)),(x0 + 0.2581807926919453) * (exp(2.33304710784059 * x1) * (0.2581807926919453 * (-0.9810653652994675 + (x1 - exp(x0) + -0.21085949801377926 * exp(x1))) + (x0 + 2.0 * x1)) + 1.0) * exp(-2.33304710784059 * x1) / ((0.4782812307154963 - x0 + exp(0.9080362620309793 * x0)) * (1.86535733243554 - x1 + exp(x0) + 0.21085949801377926 * exp(x1))),ok,10.0,memory_limit,na,ok,10.0,29429.158166021807,847.671875,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,125,Operon,6,sympy,Operon,14.0,54.0,11.0,13.0,2.0,(0.0033264128585570115 * x0 - 0.9966979622840881 * (0.0036516967229545 * x1 - exp(1.9130901098251343 * x0)) * (2.2468583583831787 * x1 + (2.735499620437622 * x1 - 5.64146614074707 * exp(0.1865983307361603 * x1)) * exp(0.6834985017776489 * x1) + 5.50545674888205) - 0.001501522376202 * exp(exp(0.7873576283454895 * x0))) / (2.215360164642334 * x0 - exp(exp(0.7873576283454895 * x0))),(x0 - 673.2294644606887 * (x1 + 2.4502909710978544 + 1.21747755492966 * (exp(0.6834985017776489 * x1) * (x1 - 2.062316550365507 * exp(0.1865983307361603 * x1)))) * (0.0036516967229545 * x1 - exp(1.9130901098251343 * x0)) - 0.45139387082977916 * exp(exp(0.7873576283454895 * x0))) * (0.0033264128585570115 / (2.215360164642334 * x0 - exp(exp(0.7873576283454895 * x0)))),ok,13.0,memory_limit,na,ok,13.0,10342.01729099732,330.21875,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,122,Operon,3,sympy,Operon,15.0,66.0,10.0,15.0,5.0,((-1.351215409826481e-06 * x1 + 1.4371197494e-06 * exp(0.3769945502281189 * x1)) * exp(1.0000002160854038 * x0 ** 2.0) - (0.00828961069748217 * x1 + 1.0000287294387817 * (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)) * (exp(0.0002179348812206 * x1) - 1.004889965057373) + 0.04449209985590222) * exp(2.000000476837158 * x0)) * exp(-1.0000002160854038 * x0 ** 2.0) / (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)),(1.4371197494e-06 * (exp(0.3769945502281189 * x1) + -0.9402246475219729 * x1) * exp(1.0000002160854038 * x0 ** 2.0) - (0.00828961069748217 * x1 + 1.0000287294387817 * (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1)) * (exp(0.0002179348812206 * x1) - 1.004889965057373) + 0.04449209985590222) * exp(2.000000476837158 * x0)) * (exp(-1.0000002160854038 * x0 ** 2.0) / (0.9402246475219727 * x1 - exp(0.3769945502281189 * x1))),ok,15.0,ok,15.0,ok,15.0,108.57437501545064,112.09375,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,146,Operon,27,sympy,Operon,16.0,56.0,11.0,16.0,5.0,(0.8232010019679153 * x1 - 0.0020811073482037 * (exp(2.9289722442626953 * x0) + 62.75126647949219) * (0.2447641491889954 * x1 - exp(0.1633399575948715 * x1) + 0.8682605624198914) - (0.9192955950929652 * x0 + 0.8469517048965315 * x1 + 0.4315983886815411) * exp(0.0658860057592392 * x0)) / ((exp(2.9289722442626953 * x0) + 62.75126647949219) * (0.2447641491889954 * x1 - exp(0.1633399575948715 * x1) + 0.8682605624198914)),(0.8232010019679153 * x1 + -0.0020811073482037 * ((exp(2.9289722442626953 * x0) + 62.75126647949219) * (0.2447641491889954 * x1 - exp(0.1633399575948715 * x1) + 0.8682605624198914)) + -0.9192955950929652 * (exp(0.0658860057592392 * x0) * (x0 + 0.9213050833892902 * x1 + 0.46948815047666476))) / ((exp(2.9289722442626953 * x0) + 62.75126647949219) * (0.2447641491889954 * x1 - exp(0.1633399575948715 * x1) + 0.8682605624198914)),ok,16.0,ok,16.0,ok,16.0,99.73970797727816,112.109375,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
kotanchek,129,Operon,10,sympy,Operon,18.0,77.0,12.0,16.0,4.0,(-1079.812029138382 * x0 + (-388.51850190576806 * x0 + 1.0046592950820923 * exp(1.7618920803070068 * x0) + 1001.3158473242584) * exp(1.9537824392318726 * x0) + (-0.6956022206973339 * x1 ** 2.0 + 3.478630688427889 * x1 - 0.0019379730802029 * exp(2.816107749938965 * x0) - 5.114101358539601) * exp(1.9537824392318726 * x0) - 886.9176897607686) * exp(-1.9537824392318726 * x0) / (358.9328602152236 * x1 ** 2.0 - 1794.9840087890625 * x1 + exp(2.816107749938965 * x0) + 2638.891845703125),(exp(1.9537824392318726 * x0) * (-0.6956022206973339 * (x1 ** 2.0 - 5.000890717313407 * x1 - -0.002786036361787492 * exp(2.816107749938965 * x0) + -1432.1428487779078 + -1.44430144871437 * (exp(1.7618920803070068 * x0) + -386.7166748046875 * x0))) + -1079.812029138382 * x0 - 886.9176897607686) * (exp(-1.9537824392318726 * x0) / (358.9328602152236 * (x1 ** 2.0 - 5.000890717313407 * x1) + exp(2.816107749938965 * x0) - -2638.891845703125)),ok,16.0,memory_limit,na,ok,16.0,29678.98991695256,671.78125,requires_domain_sensitive_denominator_rules,no_improvement_in_completed_probe,The expression is dominated by division or negative powers; the known unsound common-denominator rewrites are disabled and safe replacements would need domain-aware denominator handling.
pagie,24,Bingo,24,sympy,Bingo,5.0,16.0,3.0,5.0,2.0,0.2866350699692545 * log(x0 * x1) - 0.1177641535011456 * log(-4625426.158330705 / log(0.5182334989833757 / x1)) + 2.988374508357782,0.2866350699692545 * log(x0 * x1) + -0.1177641535011456 * log(-4625426.158330705 / (-0.65732936805086 - log(x1))) + 2.988374508357782,ok,5.0,ok,5.0,ok,5.0,46.58208304317668,109.96875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
kotanchek,14,Bingo,14,sympy,Bingo,5.0,18.0,3.0,5.0,2.0,(0.0506336679649604 * x1 + 0.008870475378536939) * log(2.0 * x1 - 9.541496629390634) / (-1.0 * x0 + 0.3460574947000204 * exp(x0) + 0.35735928587754767),0.0506336679649604 * (x1 + 0.1751892709940647) * log(2.0 * (x1 + -4.770748314695317)) / (0.35735928587754767 - x0 + 0.3460574947000204 * exp(x0)),ok,5.0,memory_limit,na,ok,5.0,56889.35104099801,692.921875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,20,Bingo,20,sympy,Bingo,5.0,27.0,3.0,5.0,2.0,0.00010507476032088567 * (819.22982975795 * x0 + x1 - 1.9180501896236644) * log(x0 * x1 * (448579.1335037871 * x0 ** 3.0 * x1 ** 3.0 + 569.384534287446)) / x0,0.00010507476032088567 * (819.22982975795 * x0 + x1 - 1.9180501896236644) * log(x0 * x1 * (448579.1335037871 * x0 ** 3.0 * x1 ** 3.0 + 569.384534287446)) / x0,ok,5.0,ok,5.0,ok,5.0,32.893790979869664,110.015625,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,23,Bingo,23,sympy,Bingo,6.0,23.0,4.0,6.0,2.0,0.06435725235582418 * x0 / log(3566206920.7839065 / (x0 * x1)) - 5.64393372152411 + 148.7679975624414 / log(3566206920.7839065 / (x0 * x1)) + 0.002708862303985314 / x1,0.002708862303985314 / x1 + (0.06435725235582418 * x0 / (21.99476838072296 - log(x0 * x1)) + -5.64393372152411) + 148.7679975624414 / (21.99476838072296 - log(x0 * x1)),ok,6.0,ok,6.0,ok,6.0,51.34500001440756,110.46875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,0,Bingo,1,sympy,Bingo,6.0,37.0,4.0,6.0,2.0,0.5240322255066139 - 0.45351118068033663 * log(log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1)) - 54.93119319072758 + 755.3723998652232 / log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1))),0.5240322255066139 + -0.45351118068033663 * log(-30.011646777931055 + log((-3.010291117007793e-11 / x1 - x1) * x0) + 755.3723998652232 / log((-2.0 / x1 + -66438756992.645454 * x1) * x0)),ok,6.0,memory_limit,na,ok,6.0,1260.05504099885,181.71875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,5,Bingo,6,sympy,Bingo,6.0,37.0,5.0,6.0,1.0,0.0885895005060784 * log((-1.0 * x0 ** 2.0 + x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06)) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,0.0885895005060784 * log((x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06) - x0 ** 2.0) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,ok,6.0,memory_limit,na,ok,6.0,308.8027509802487,124.671875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,28,Bingo,28,sympy,Bingo,8.0,15.0,2.0,8.0,6.0,17.519637627145645 - 3.529837319764648 * log(-3.139766204630333 * log(x0 * x1) / (x0 * x1) - 43.04745575625259 / (x0 * x1)) / log(-3.3162197817782353 * log(x0 * x1) / (log(x0 * x1) + 13.71040165117035) + 30.73693812541886 / (log(x0 * x1) + 13.71040165117035)),17.519637627145645 + -3.529837319764648 * (log(log(x0 * x1) * (-3.139766204630333 / (x0 * x1)) - 43.04745575625259 / (x0 * x1)) / log(-3.3162197817782353 * log(x0 * x1) / (log(x0 * x1) + 13.71040165117035) + 30.73693812541886 / (log(x0 * x1) + 13.71040165117035))),ok,8.0,ok,8.0,ok,8.0,44.50554199866019,110.1875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,17,Bingo,17,sympy,Bingo,12.0,23.0,4.0,9.0,5.0,-1.0 * (0.00015170797954567304 * x1 - 0.33614124518018773) * log(-1.0 * (2.0 * x1 - 7480.59586126575 * (x0 * x1 * (0.00015170797954567304 * x1 - 0.33614124518018773) - 1.7540433728398699e-06 * x1 + 0.0038864555787518342) ** 2.0) / (86.49043797591587 * x0 * x1 * (0.00015170797954567304 * x1 - 0.33614124518018773) - 0.00015170797954567304 * x1 + 0.33614124518018773)),-0.00015170797954567304 * (x1 - 2215.712358617164) * log(570111.3299045496 / ((x1 - 2215.712358617164) * (x0 * x1 - 0.011561971743956945)) * (((x1 - 2215.712358617164) * (0.00015170797954567304 * (x0 * x1 - 0.011561971743956945))) ** 2.0 - 0.00026735838121611763 * x1)),ok,9.0,memory_limit,na,ok,9.0,23345.70787503617,932.546875,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,27,Bingo,27,sympy,Bingo,12.0,55.0,7.0,10.0,3.0,0.3423580139257516 * log((-1.0 * x0 * (873.3376269371646 * x1 ** 2.0 * (0.02889247043398928 * x1 ** 2.0 + 0.22668301730799556 * log(-1.0 / x1) - 1.0) ** 2.0 + 0.4457591552950685) + 0.45123069569900626 * x1 * (0.8538385588541292 * x1 ** 2.0 + 6.699001432126425 * log(-1.0 / x1) - 29.552286323348394)) / (x1 * (0.8538385588541292 * x1 ** 2.0 + 6.699001432126425 * log(-1.0 / x1) - 29.552286323348394))),0.3423580139257516 * log(((x1 ** 2.0 - 34.61109365101552 - -7.845747141141808 * log(-1.0 / x1)) * x1 - 2266.7716520361028 * (x0 * ((0.22668301730799556 * (log(-1.0 / x1) + 0.12745758715013444 * x1 ** 2.0) - 1.0) ** 2.0 * x1 ** 2.0 - -0.0005104087371780447))) * (0.05751277572187188 / ((log(-1.0 / x1) - -0.12745758715013442 * x1 ** 2.0 - 4.411446485385775) * x1))),ok,10.0,memory_limit,na,ok,10.0,233643.18262500456,1010.4375,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,191,SRjl,12,sympy,PySR,14.0,48.0,8.0,10.0,2.0,((2.359309012197723 * exp(0.9529004740115692 * x1 ** 2.0) + 0.8213588416413087) * (-0.29449501491090135 * x0 * (0.01121699525562385 * x0 - 0.0034595170929518654) + 0.1710325412642745 * log(0.7556389413872189 * x0 ** 2.0 + 0.003918940250258392) + 1.626606201066414) - 3.3956432176026725) / (2.359309012197723 * exp(0.9529004740115692 * x1 ** 2.0) + 0.8213588416413087),0.1710325412642745 / (exp(0.9529004740115692 * x1 ** 2.0) + 0.3481353385227837) * ((exp(0.9529004740115692 * x1 ** 2.0) + 0.3481353385227837) * (9.230315510140056 + -0.019314156011727715 * (x0 * (x0 + -0.30841745174291413)) + log(x0 ** 2.0 + 0.0051862603098034015)) + -8.415084417662428),ok,10.0,memory_limit,na,ok,10.0,7443.074750975939,501.390625,requires_more_log_rules_or_better_log_factoring,no_improvement_in_completed_probe,"The expression still has log over products/divisions/powers, but completed larger-budget probes did not reduce params, so matching/order or additional log variants are needed beyond the current patterns."
pagie,25,Bingo,25,sympy,Bingo,3.0,18.0,2.0,3.0,1.0,exp(2.377396411352944 * (log(x0 * x1) + 0.3582973557925481) / (log(x0) + 8.605174590777912)),exp(2.377396411352944 * (log(x0 * x1) + 0.3582973557925481) / (log(x0) + 8.605174590777912)),ok,3.0,ok,3.0,ok,3.0,23.98991701193154,109.421875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,110,GOMEA,21,original,GP-GOMEA,4.0,17.0,3.0,4.0,1.0,1.950389 - 1.108799 * (exp(exp(-6.234) - x0 * x0) + exp(exp(-24.872) - x1 * x1)),1.108799 * (1.7590104247929514 - exp(0.0019615898236818204 - x0 * x0) - exp(1.5784384301013077e-11 - x1 * x1)),ok,4.0,ok,4.0,ok,4.0,36.91562602762133,109.90625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
pagie,118,GOMEA,29,original,GP-GOMEA,4.0,19.0,3.0,4.0,1.0,2.072676 - 0.00052 * (exp(x1 + 8.426 - exp(x1)) + exp(8.611 + x0 - exp(x0))),0.00052 * (3985.915384615385 - exp(x1 + 8.426 - exp(x1)) - exp(8.611 + x0 - exp(x0))),ok,4.0,ok,4.0,ok,4.0,35.90695801540278,109.8125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).
