dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
kotanchek,167,SBP,18,original,SBP,6.0,26.0,4.0,5.0,1.0,0.008014 - 0.000927 * ((x1 + (4.989 - 9.32)) * ((3.46 + x1 + x1) * (exp(x0 + (x0 - (-1.978 + x0 * x0))) * x1))),0.008014 - 0.000927 * ((x1 + -4.331) * ((3.46 + x1 + x1) * (exp(x0 + (x0 - (-1.978 + x0 * x0))) * x1))),ok,5.0,ok,5.0,ok,5.0,76.23854099074379,111.3125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_reduces_to_rank,exp_additive_constant_extraction,"Num(k)*(v*exp(Num(c)+u)) -> Num(k*c.exp())*(v*exp(u)); include exp(u+Num(c)), exp(u-Num(c)), and commuted/associative product variants. Finite/profitable/non-subsuming guards.","Current rules fold 4.989-9.32 to -4.331 but cannot extract -1.978 from exp(x0+(x0-(-1.978+x0*x0))). Extracting exp(1.978) and absorbing into 0.000927 gives 0.006700608120847708. Remaining params are 0.008014, 0.006700608120847708, -4.331, 3.46: 5->4.",exp(c+u)=exp(c)*exp(u) is total over reals; guards only for finite f64/profitability. No log/sqrt/division.,Reaches rank; current rules plus more iterations cannot expose this without exp additive extraction.
pagie,176,SBP,26,sympy,SBP,6.0,26.0,4.0,5.0,1.0,0.455914378864642 * x0 * exp(-1.0 * x0 ** 2.0 + 1.0 * x0) - 0.001527 * x1 * exp(x1) + 0.0886467577217386 * x1 + 0.001527 * x1 * exp(-16.248 * x0) - 0.06855,0.001527 * (x1 * (exp(-16.248 * x0) + 58.0528865237319) - (exp(x1) * x1 - 298.56868294999475 * (exp(x0 - x0 ** 2.0) * x0)) - 44.89194499017682),ok,5.0,memory_limit,na,ok,5.0,17601.497124996968,851.140625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,needs_many_params_or_rank_artifact,no_rank_reducing_rule,"No rank-reducing rule. Optional cleanup: exp(Num(c)+y)->Num(exp(c))*exp(y) and Num(a)*exp(u)->exp(log(Num(a))+u) for a>0, finite constants.","Current rules factor shared 0.001527 scale to baseline with params {0.001527, -16.248, 58.0528865237319, 298.56868294999475, 44.89194499017682}. Family s*(q*x0*exp(x0-x0^2) - x1*exp(x1) + x1*exp(k*x0) + r*x1 - m) has independent slots s,q,k,r,m. Reintroducing provenance exp(5.699), exp(3.89), 0.06855/0.001527 does not reduce count.","Domain requires x0,x1 real; exp total. Integer-valued 1/2 signs not counted.",n_rank=4 likely rank artifact or different parameter convention. More current-rule iterations not main issue.
kotanchek,157,SBP,8,original,SBP,6.0,27.0,4.0,5.0,1.0,0.144574 + 0.000155 * (((x1 - 11.267 * 7.23) * 3.308 + (x1 + exp(7.23 - x0 * x0) * (x0 * x1 + exp(x0)))) * x0),0.144574 + 0.000155 * (((x1 + -81.46041) * 3.308 + (x1 + exp(7.23 - x0 * x0) * (x0 * x1 + exp(x0)))) * x0),ok,5.0,ok,5.0,ok,5.0,36.81608400074765,109.78125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_reduces_to_rank,exp_additive_constant_extraction,"Guarded family: split exp(k+u), exp(u+k), exp(k-u) into exp(k)*exp(u)/exp(-u), then allow finite literal scale distribution over additive children only when generated coefficients fold and ParamCost lowers, followed by affine coefficient collection.","Current rules fold 11.267*7.23 to 81.46041 but cannot split exp(7.23-x0^2) or distribute outer 0.000155*x0 scale. With exp split and guarded distribution, A + B*x0*(C*(x1-PQ)+x1+exp(Q-x0^2)*R) becomes A + B*(C+1)*x0*x1 - B*C*P*Q*x0 + B*exp(Q)*x0*exp(-x0^2)*R. Remaining params: 0.144574, 0.00066774, 0.041768010623400006, 0.21393448813349325: 5->4.",exp additive split total over reals; distribution/affine collection polynomial identities. Use finite/profitability guards to control expansion.,Reaches rank; engineering concern is expansion blowup.
pagie,176,SBP,26,original,SBP,6.0,27.0,4.0,6.0,2.0,-0.06855 + 0.001527 * (x0 * exp(x0 + 5.699 - x0 * x0) + (9.142 + (exp(3.89) - (exp(x1) - exp(x0 * -16.248)))) * x1),-0.06855 + 0.001527 * (x0 * exp(x0 + 5.699 - x0 * x0) + (9.142 + (48.91088652373189 - (exp(x1) - exp(x0 * -16.248)))) * x1),ok,6.0,ok,6.0,ok,6.0,38.47016699728556,109.625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_partial_reduction,affine_constant_collection,"General one-way rules such as Num(a) + (Num(b) - y) -> Num(a + b) - y, (Num(a) - y) + Num(b) -> Num(a + b) - y, and Num(a) + (y + Num(b)) -> Num(a + b) + y, guarded on finite a, b, and a + b, and kept non-subsuming/profitability-guarded to avoid search blowup.","Current-rule obstruction first: analysis_rules folds exp(3.89) to 48.91088652373189, but basic_rules has no constant-collection rule for 9.142 + (48.91088652373189 - y). Longer current-rule probes with larger backoff and no-backoff still extract 6 params, so this is not just an iteration budget miss. The proposed affine constant collection rewrites the x1 bracket to 58.052886523731885 - (exp(x1) - exp(x0 * -16.248)), reducing the row from 6 counted non-integer floats to 5. It does not soundly reach n_rank=4: after this merge the exact parameter directions can be represented by A + B*(T_C(x0) + x1*(H - exp(x1) + exp(F*x0))). The d/e redundancy is gone into H, but A, B, C, H, and F remain generically independent: A is the only constant offset, C changes only the x0-only Gaussian branch T_C, H controls the x1 basis, F changes the x0 sensitivity of x1*exp(F*x0), and B is forced by the distinct -x1*exp(x1) component shared with no other parameter direction.","All original literals here are non-integer floats and count as params under ParamCost; integer-valued literals would usually not. The affine collection rule is exact over real arithmetic and has no division-domain side condition, but should guard f64 finiteness of the folded sum. Exp additive splitting, e.g. exp(c + u) -> exp(c)*exp(u), is exact with finite-exp guards, but in this full expression it does not by itself reduce the parameter count because the outer scale B must remain independent for the x1 terms.","The proposed rule closes only one of the two rank-gap params, giving a 5-param exact form. Reaching 4 would require an approximate/data-local drop or a different external rank convention; as an analytic expression over an open x0,x1 domain, the remaining five parameters are independent, so the n_rank=4 target is likely a finite-sample/numerical rank artifact after the partial reduction."
pagie,159,SBP,10,original,SBP,6.0,28.0,5.0,6.0,1.0,0.154306 - 0.001732 * ((-20.41 + exp(11.767) * (x0 + (x0 + (x0 + x1))) * (-1.883 + x0) * exp(-7.374 - x0)) * x0 - x1),0.154306 - 0.001732 * ((-20.41 + 128926.78963076824 * (x0 + (x0 + (x0 + x1))) * (-1.883 + x0) * exp(-7.374 - x0)) * x0 - x1),ok,6.0,ok,6.0,ok,6.0,62.76779199833982,110.390625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"For finite k,c with k > 0 and finite(log(k)+c), add non-subsuming/profitability-guarded variants of ((Num(k)*y)*exp(Num(c)+u)) -> y*exp(Num(log(k)+c)+u) and ((Num(k)*y)*exp(Num(c)-u)) -> y*exp(Num(log(k)+c)-u), plus commuted/associative variants and pre-folded exp(Num(a))*y*exp(Num(c)+/-u) -> y*exp(Num(a+c)+/-u).","analysis_rules folds exp(11.767) to 128926.78963076824, but current rules cannot absorb a positive scalar multiplier into an additive exp shift. Rewriting 128926.78963076824*y*exp(-7.374 - x0) to y*exp(4.393 - x0), since log(128926.78963076824)-7.374 = 4.393, leaves params 0.154306, 0.001732, -20.41, -1.883, and 4.393, reducing 6->5 and matching n_rank=5.","The identity uses total positive exp, but scalar absorption requires k > 0 and finite f64 guards for log/folded shift. Non-integer floats count as params; integer-valued literals and repeated variables in x0+x0+x0+x1 do not.","No rank gap remains. Remaining five floats occupy distinct roles: additive offset, outer scale, inner additive constant, affine x0 shift, and exp shift. Rule should be guarded and non-subsuming to control product-association growth."
pagie,179,SBP,29,original,SBP,6.0,28.0,4.0,6.0,2.0,0.105238 - 0.004516 * (x0 - x0 * ((x1 - 5.432) * x1 + x1) * (x0 - x1 - 3.749) * (exp(2.638 - x0) - 1.033)),0.105238 - 0.004516 * (x0 - x0 * ((x1 - 5.432) * x1 + x1) * (x0 - x1 - 3.749) * (exp(2.638 - x0) - 1.033)),ok,6.0,ok,6.0,ok,6.0,27.673792006680745,109.796875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,needs_many_params_or_rank_artifact,no_rank_reducing_rule,No guarded general rank-reducing rule recommended. Non-param-lowering canonicalizations such as u - u*v -> u*(1 - v) or u*v + v -> v*(u + 1) could improve shape but would not close the rank gap.,"Current rules can fold constants and factor explicit common multiplicative terms, but have no param-lowering rewrite for this expression. Visible normalizations like x0 - x0*T -> x0*(1-T) and (x1-c)*x1 + x1 -> x1*(x1-(c-1)) do not reduce the six non-integer floats. Let A=0.105238, B=0.004516, C=5.432, D=3.749, E=2.638, F=1.033, P=x1^2+(1-C)*x1, Q=x0-x1-D, R=exp(E-x0)-F. The expression is A - B*x0 + B*x0*P*Q*R. Parameter derivatives span independent functions generically, so symbolic rank is six rather than four.","Real-valued exp expression; independence assumes generic x0,x1 variation and B != 0. Integer-valued literals are structural, non-integer floats are parameters. A low numerical rank would need dataset/tolerance evidence rather than a semantics-preserving rewrite.",Reported n_rank=4 is likely numerical/sampling rank artifact. Validate by rerunning rank with more sample points/higher precision/tighter SVD diagnostics if needed.
pagie,161,SBP,12,original,SBP,6.0,29.0,5.0,6.0,1.0,0.667683 - 0.006309 * ((x0 * x0 - (x0 - exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069)))) * ((-6.657 + x0) * (-6.908 + x0))),0.667683 - 0.006309 * ((x0 * x0 - x0 + exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069))) * ((-6.657 + x0) * (-6.908 + x0))),ok,6.0,ok,6.0,ok,6.0,46.30862601334229,110.09375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_reduces_to_rank,exp_additive_constant_extraction,"For arbitrary Num terms u,v and finite f64 constants a,b, add guarded rewrite exp((u + Num(a)) - v) * Num(b) -> (Num(b) * exp(Num(a))) * exp(u - v), guarded at least by a != 0 and b != 0, with commuted multiplication/addition variants. Constant folding then collapses Num(b)*exp(Num(a)).","Current rules reassociate/fold constants but do not move additive constants across exp. Here 0.069 is trapped inside exp(exp(x1)+0.069-x1), while -0.069 is a scalar multiplying that exp result. The proposed rule lets constant folding combine -0.069*exp(0.069) into -0.07392909843123589. A scratch run with only this proposed rule extracted a 5-param form, reducing ParamCost from 6 to 5 and matching n_rank=5.",Identity exp((u+a)-v)*b = b*exp(a)*exp(u-v) is valid over real arithmetic; exp has no positivity precondition. Non-integer floats count as params; integer-valued literals usually do not.,No rank artifact needed. The one-parameter gap is local and validated by extraction to rank after adding this guarded family.
pagie,169,SBP,19,sympy,SBP,6.0,29.0,4.0,5.0,1.0,((0.160826 * x0 * ((x0 + 13.585) * exp(x1 ** 2.0) - 16.860944986089) + (0.160826 * x0 + 0.45433345) * exp(x1 ** 2.0)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),(0.160826 * (((x0 + 13.585) * exp(x1 ** 2.0) + -16.860944986089) * x0 + exp(x1 ** 2.0) * (x0 + 2.825)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),ok,5.0,memory_limit,na,ok,5.0,261923.89383297996,1090.640625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,needs_many_params_or_rank_artifact,exp_product_or_quotient_normalization,"Optional non-rank-closing exp-context family: for positive finite literal a, rewrite a*exp(t) and exp(t)*a to exp(log(a)+t); add exp(u)*exp(v)->exp(u+v), exp(u)/exp(v)->exp(u-v), and guarded exp-factor-out only when there is a matching exp inverse/cancellation opportunity.","Current rules lack exp product combination/cancellation and cannot turn 16.860944986089*exp(-x1**2.0) into exp(2.825-x1**2.0), even though log(16.860944986089)=2.825. These rules expose the relation but under tree occurrence cost still leave five non-integer literal occurrences: 0.160826, 0.012782, 13.585, and 2.825 twice.","Apparent four-degree family is A=0.160826, B=0.012782, C=13.585, D=2.825 with 16.860944986089=exp(D). The same D is used in two separate tree contexts: additive offset and exponent coefficient.","Closing the rank gap appears to require shared-parameter/rank-aware accounting or a let/DAG representation, not more iterations or a rank-closing local tree rewrite."
kotanchek,171,SBP,22,original,SBP,6.0,31.0,4.0,5.0,1.0,0.033047 - 0.000135 * ((exp(x1) * x1 + exp(x0) * (-2.136 * exp(x0)) * exp(5.051 - x0 * x0)) * (-2.136 + (x1 + 3.852))),0.033047 - 0.000135 * ((exp(x1) * x1 + exp(x0) * (-2.136 * exp(x0)) * exp(5.051 - x0 * x0)) * (1.7159999999999997 + x1)),ok,5.0,ok,5.0,ok,5.0,45.275374985067174,109.875,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_reduces_to_rank,exp_additive_constant_extraction,"For Num constants c=Num(cf), k=Num(kf), and nonconstant t: rewrite(c*exp(k+t)) -> Num(cf*kf.exp())*exp(t), guarded by cf != 0, finite exp(kf), t != Num(0); include exp(t+k) and exp(k-t) spelling variants.","Current rules fold -2.136+3.852 to 1.7159999999999997, but cannot combine remaining -2.136 coefficient with the 5.051 inside exp(5.051 - x0*x0). Rewriting -2.136*exp(5.051 + -1.0*(x0*x0)) to -333.597414814633*exp(-1.0*(x0*x0)) leaves params 0.033047, 0.000135, 1.7159999999999997, and -333.597414814633, reaching n_rank=4.",Non-integer floats are params; integer-valued -1.0/1.0/2.0 are structural. Rule applies to adjacent numeric coefficient times exp(constant+tail) with finite/overflow guards.,No rank artifact needed. Related exp-product merge/split may be useful but should be cost-guarded to avoid e-graph growth.
pagie,196,SRjl,17,original,PySR,6.0,42.0,4.0,5.0,1.0,(exp(x0 * (x1 / (x0 / x1) - x0) - -0.5903025615190395) + x1 * x1 * (x0 / (x0 * exp(x1 * x1)) / 0.9318791503632365) - (-1.79438492259349 - -0.11470320066529753)) * (x0 / (x0 * exp(x1 * x1)) * -0.6168263431184461) + 1.9503833114546634,(exp(x0 * (x1 / (x0 / x1) - x0) + 0.5903025615190395) + x1 * x1 * x0 / (x0 * exp(x1 * x1)) / 0.9318791503632365 + 1.6796817219281925) * (-0.6168263431184461 * x0 / (x0 * exp(x1 * x1))) + 1.9503833114546634,ok,5.0,ok,5.0,ok,5.0,60.18604096607305,110.484375,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,pending,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"Guarded family: x/(x*y)->1/y, x/(y*x)->1/y; x*(y/x-z)->y-x*z; 1/exp(t)->exp(0-t), exp(u)*exp(v)->exp(u+v), exp(u)/exp(v)->exp(u-v); Num(k)*exp(Num(c)+t)->Num(k*c.exp())*exp(t); scalar distribution s*(u+v)->s*u+s*v only when it exposes literal merges and lowers ParamCost.","Current rules cannot cancel through product denominators, x*(y/x-z), exp quotient/product, or distribute scalar over a sum. With proposed rules q=x0/(x0*exp(x1*x1)) becomes exp(-x1*x1), and x0*(x1/(x0/x1)-x0) becomes x1*x1-x0*x0. The whole expression normalizes to merged constants -1.113084302832721, -0.6619166689994231, -1.0360719341398616, and 1.9503833114546634: four non-integer params matching rank.",Original requires x1 != 0 and x0 != 0 due to divisions; exp denominator nonzero; 0.931879... nonzero. Rules must preserve nonzero-domain guards. Integer 0/1/-1/2 are structural.,No rank artifact needed. Risk is e-graph growth from distribution and exp combination; use one-way/profitability guards.
pagie,170,SBP,20,original,SBP,7.0,28.0,4.0,5.0,1.0,5.3e-05 - 0.00157 * (exp(x0 - x0 * x0) * (exp(x0) * ((-10.978 + (15.694 - (exp(x1) + exp(-0.624)) + x1 * 15.599)) * -5.236))),5.3e-05 - -0.00822052 * (exp(x0 - x0 * x0) * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599))) * exp(x0),ok,5.0,ok,5.0,ok,5.0,79.90379197872244,111.8125,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab58-77dd-7172-9ce5-c53765bcc8f1,new_rule_reduces_to_rank,affine_constant_collection,"c1 + (c2 + t) -> (c1 + c2) + t for float constants inside affine sums, e.g. -10.978 + (15.158203042332545 - exp(x1) + 15.599*x1) -> 4.180203042332545 - exp(x1) + 15.599*x1.","Obstruction: baseline still has two separate additive float constants in the same affine expression. The earlier fold 15.694 - (exp(x1) + exp(-0.624)) -> 15.158203042332545 - exp(x1) only explains how baseline is reached; the rank-reducing step is collecting -10.978 and 15.158203042332545 into 4.180203042332545, reducing non-integer float count from 5 to 4 and preserving algebra.","Valid for real affine addition; with floating semantics use the same constant-evaluation policy/tolerance as existing folding. Counted floats 5.3e-05, -0.00822052, -10.978, 15.158203042332545, 15.599 become 5.3e-05, -0.00822052, 4.180203042332545, 15.599.",No remaining rank gap if affine constant collection runs after the baseline-forming constant fold; it directly explains baseline_after_params=5 to n_rank=4.
kotanchek,187,SRjl,8,original,PySR,7.0,37.0,6.0,7.0,1.0,exp(x0 + x0 - x0 * (x0 + 0.040585192647742296) + -1.0149512623308583) / (x1 * (exp(x1) * 0.040585192647742296) + (3.8606907267233312 - x1)) * (log(exp(x1) - x1) + log(0.8419832071038463) * x1 - -1.122619161739475) * 0.6992234510287301,exp(x0 + x0 - x0 * (x0 + 0.040585192647742296) + -1.0149512623308583) * ((log(exp(x1) - x1) + -0.1719952089958853 * x1 + 1.122619161739475) / (x1 * (exp(x1) * 0.040585192647742296) + (3.8606907267233312 - x1))) * 0.6992234510287301,ok,7.0,ok,7.0,ok,7.0,46.552207990316674,110.15625,requires_new_exp_additive_rules,no_improvement_in_completed_probe,The likely remaining parameter reduction needs factoring constants out of exp(additive expression); current rules fold exp(Num) and log(exp(x)) but do not split/normalize exp(x+c).,done,019dab5d-17ef-75c2-81cb-01a1e33cf509,new_rule_reduces_to_rank,exp_additive_constant_extraction,"Num(a) * exp(x + Num(b)) -> Num(a * b.exp()) * exp(x), plus exp(Num(b)+x) and commuted product variants; require finite a,b and keep non-subsuming/profit-guarded.","Current rules fold exp(Num) and log(Num), but do not extract additive constants from exp to merge with adjacent scalar. Baseline has seven counted floats. Applying rule with x=x0+x0-x0*(x0+0.040585192647742296), b=-1.0149512623308583 combines 0.6992234510287301*exp(b)=0.25341262808852694. Count then becomes six, matching n_rank=6.",exp(b+x)=exp(b)*exp(x) is sound over reals and adds no log-domain restriction. Existing denominator nonzero conditions remain. Use finite f64 guards to avoid NaN/inf.,No denominator or log rule is needed for the one-rank gap; further shape cleanup changes syntax but is not required.
